C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
0.5766492283,0.1992462082,0.2168891164,0.3562376907,0.6064937349,0.9655948067,0.2139980342,0.9881235127,0.2993280702,0.5402789806
0.2304714582,0.0264795553,0.360445406,0.9070961138,0.2785940053,0.8437545995,0.4965207501,0.605425037,0.0127590302,0.8315931325
0.7104382552,0.6314424339,0.6297585839,0.5292580389,0.33139558,0.7027179448,0.2153006263,0.5601719783,0.6909906048,0.7884788868
0.025992013,0.7427212075,0.9296142573,0.7008168756,0.3657293976,0.9308617739,0.9532486496,0.1760906039,0.0431211511,0.6211447265
0.6014228792,0.5955863339,0.4597860689,0.8781381156,0.3778445159,0.7043709216,0.7710939857,0.8481229415,0.6880708418,0.3319808802
0.9880854322,0.0679616296,0.2919062168,0.5821294205,0.2924190537,0.5363777373,0.1707654367,0.8374933589,0.9742028384,0.7061012908
0.8001229763,0.5574577084,0.7184362379,0.8262675815,0.3066759241,0.3593420284,0.1821865084,0.1066745068,0.6935113003,0.5249087933
0.241085494,0.0132454255,0.4691317178,0.9432945219,0.5096082944,0.5295969996,0.1653998115,0.7970173487,0.4303891452,0.6943893469
0.1132289004,0.2834715517,0.6716660239,0.3685936783,0.3972008932,0.0820758865,0.5915742873,0.7114894369,0.3642013282,0.4777231118
0.8267809304,0.2187020103,0.3643490348,0.5853804388,0.3448142718,0.5771438626,0.0755402554,0.3073139576,0.5391619188,0.3447125546
0.7197091152,0.0606429046,0.8007203161,0.987575428,0.3118213804,0.0461819087,0.0051253064,0.4036946003,0.1953812639,0.7321212113
0.6056964081,0.4237654525,0.9916114861,0.8436268482,0.6148298824,0.3707159779,0.2593949756,0.4502081172,0.030207008,0.9235353006
0.9185605831,0.5180876202,0.5218771852,0.0271706319,0.3421383382,0.0333481296,0.1560835514,0.7024793277,0.1626541826,0.1674099732
0.5802743082,0.748924521,0.149652783,0.5889752817,0.335283964,0.7541162885,0.2670951772,0.4986687452,0.9527003152,0.9052067742
0.0861632061,0.6452232693,0.5947977906,0.0197127142,0.3465615177,0.9790379403,0.337558228,0.2029029418,0.6547256396,0.5945787039
0.406572682,0.4024951863,0.5709206628,0.3998654284,0.2188263608,0.6199917217,0.0863855866,0.4547766553,0.7761139421,0.3616218669
0.3726192878,0.4635178956,0.4283455204,0.2397589634,0.3565582518,0.381036693,0.6897153083,0.7505002563,0.8307519695,0.6852366453
0.3949420336,0.8108145931,0.6697197023,0.83141091,0.4663260751,0.6457983687,0.2639405487,0.8479241626,0.1670174003,0.235033409
0.3708698249,0.5851726645,0.6055049314,0.7431109954,0.6781646554,0.3397334893,0.8720572218,0.4775637416,0.3481327709,0.7173766503
0.5542679602,0.6462877768,0.5353219017,0.3873101305,0.2608649099,0.4472438765,0.880536858,0.9951915054,0.593086609,0.4213832126
0.2320067051,0.5180899218,0.3416438653,0.6634180193,0.4124142128,0.7693817091,0.608187387,0.3834338273,0.9432077545,0.0722162596
0.8425545296,0.4247588211,0.1281030007,0.1688241205,0.4017853177,0.7342981722,0.7916992196,0.6368767047,0.0109149284,0.9432530826
0.5228972081,0.6895649132,0.5997344403,0.8613940748,0.3466377692,0.5475221021,0.5586603422,0.0437200081,0.1877148833,0.7879068653
0.2732915612,0.7197352631,0.6150372022,0.9584980369,0.3514758259,0.513912615,0.8104217805,0.2670519408,0.5519080531,0.6458236119
0.0914789329,0.3521673266,0.6898209375,0.6341564344,0.4639268977,0.735936162,0.1703933818,0.4077087936,0.4827628463,0.6465760795
0.5572344031,0.1321995815,0.0668370056,0.7457720954,0.2493215683,0.2645726357,0.5202004097,0.0749383319,0.2768293599,0.6937590405
0.6499724178,0.5981959286,0.2461578745,0.0290952536,0.2890963518,0.8322152619,0.1477626441,0.7715130994,0.8498153096,0.9489818704
0.5885924291,0.8253543261,0.9898827556,0.0471063877,0.3393238224,0.5460826789,0.4705482143,0.3316278732,0.5613565213,0.5225366972
0.051521204,0.8909614031,0.0128294083,0.0057087902,0.0151940514,0.5081973177,0.5856516376,0.4446371928,0.7107577826,0.1021459849
0.0094622209,0.1260491365,0.3047013581,0.2727377629,0.360664381,0.454517945,0.5697015996,0.3226449903,0.4798545914,0.8483496657
0.9317573526,0.7721796775,0.2767156469,0.8408041409,0.3494011952,0.812674567,0.4587159739,0.4230446478,0.7581172909,0.5239541952
0.8935643207,0.6793373065,0.8476012205,0.3818303192,0.2961057039,0.2036815565,0.3872683458,0.7050731318,0.0406273518,0.3634058259
0.6394787269,0.6282571746,0.6054311984,0.5713174119,0.5209552794,0.1040796869,0.4499501008,0.3716282298,0.359161018,0.8472456867
0.0074929131,0.2682389161,0.4672524053,0.0118307173,0.3863088304,0.4428997208,0.7906631939,0.0141362151,0.3019692266,0.0384170992
0.081618142,0.700666632,0.7079910427,0.1618176008,0.4953311661,0.4181012175,0.166892691,0.2479144632,0.1367609858,0.5048709074
0.252922755,0.3541047074,0.5332440449,0.6086790555,0.1248379341,0.5044270124,0.2314838801,0.1545110106,0.1638155827,0.6746427336
0.1642059909,0.4665191991,0.3087470445,0.4207222448,0.5150752329,0.8397756339,0.7927113518,0.0772459314,0.3640568281,0.0952092525
0.5253338114,0.9088637419,0.6543068675,0.0926626815,0.2698215847,0.9255927928,0.08029017,0.1731674098,0.0247215101,0.8504637804
0.095932015,0.35752917,0.3724989021,0.3736896422,0.5245846203,0.1545947484,0.5748205116,0.3435451092,0.3031771362,0.3914634842
0.9932187513,0.2819038396,0.6209333717,0.6187671851,0.3550319627,0.3902012187,0.5799743263,0.6507290683,0.9489504966,0.5016920279
0.6226733962,0.7446621046,0.4431571672,0.9410079594,0.5099956076,0.4042140846,0.2040793034,0.5806780368,0.3303201352,0.9725688556
0.4964755205,0.8325128179,0.8071638814,0.7071340439,0.243452013,0.7753271721,0.2890940766,0.2853807876,0.5749141317,0.5733532511
0.7340777052,0.6108025896,0.2530834792,0.9176451266,0.1250288113,0.4157417887,0.7870960441,0.4446305865,0.6056969645,0.5517790249
0.564418319,0.3529556345,0.2715593572,0.683559728,0.3460119661,0.6338799079,0.7478396836,0.936010268,0.6759877766,0.9493497108
0.996695966,0.2368419769,0.7590476963,0.682651935,0.5889481902,0.2462413655,0.4824553976,0.489035551,0.6681823237,0.5720524224
0.2838548892,0.9747621531,0.6357036256,0.0648755915,0.3380545202,0.0661134035,0.5920172525,0.6889746956,0.1603703372,0.8741467301
0.1576062232,0.1128668662,0.888033952,0.9846429779,0.3280701244,0.2635352678,0.9441373404,0.2445222901,0.9275998709,0.2645181453
0.6178905946,0.1871596875,0.0534451806,0.4106636217,0.5562518304,0.1762466649,0.4264634037,0.7056658395,0.861328797,0.4495134719
0.2789265608,0.6839445748,0.196937811,0.9810625374,0.5626007326,0.1388125102,0.9929881894,0.970003516,0.8746194371,0.4449320273
0.6390693893,0.7754365488,0.5446017035,0.7303480716,0.1917886696,0.8307468036,0.5512008066,0.376575476,0.8566515161,0.3445730737
0.4236913983,0.1807988126,0.4201907348,0.322944364,0.1671430853,0.8647127977,0.6864366959,0.5710931557,0.4771116842,0.9986516989
0.7393117968,0.2101254069,0.9977393321,0.8506400953,0.4085860778,0.1554741739,0.6045647799,0.9731247062,0.2908507263,0.3773037389
0.849481659,0.8540162886,0.194810804,0.0490924089,0.3378008456,0.4338955874,0.4599479559,0.9027154225,0.745969731,0.5008937908
0.0976502308,0.1651311529,0.8582506879,0.1081092449,0.3923731997,0.5682668455,0.4812667745,0.7630296933,0.9206358736,0.0916240347
0.0758101879,0.3140198909,0.7002287999,0.9123620743,0.5239075401,0.5576426995,0.8188264195,0.7405963023,0.6619682698,0.2876467766
0.2994062509,0.1223048155,0.0362699386,0.308945663,0.310937283,0.3457555598,0.5243247911,0.7909733414,0.4190949696,0.3008639374
0.8880448439,0.2187051611,0.2580118809,0.2374565425,0.4073780576,0.702455416,0.2293929921,0.6363250657,0.402915121,0.6634820213
0.9222416401,0.2176162048,0.78558128,0.3945163308,0.229635149,0.9879745936,0.1430237183,0.966998896,0.0531565251,0.9334631
0.9037051034,0.2903105569,0.2224693046,0.6889372195,0.4582545371,0.3461747145,0.2233725516,0.1952619934,0.2075101036,0.7636401003
0.4411094235,0.7142604617,0.1268241394,0.5469924375,0.3780523705,0.4570205388,0.230232824,0.1341287639,0.7791760724,0.490969508
0.3510193488,0.0798483378,0.5158639031,0.297680394,0.137936698,0.1657971406,0.1332624374,0.8336014646,0.8849365016,0.9153031429
0.9018218201,0.4431308762,0.988827246,0.2721396467,0.2991285219,0.7275874172,0.2377942164,0.6786530962,0.3104366816,0.3057804658
0.0550320001,0.2314563713,0.5709840368,0.5946100916,0.2753130158,0.4694117632,0.4298620782,0.0938525076,0.3188759399,0.5311547593
0.3086524489,0.7516098764,0.3092905968,0.0924506712,0.414628348,0.7642731781,0.6052161485,0.4163666104,0.9161365648,0.3136446671
0.6692780199,0.3836636279,0.0291921622,0.7761488611,0.8096827613,0.5677142349,0.9620053861,0.2059734941,0.7285807823,0.5595585213
0.542641042,0.5462051932,0.324379903,0.9874207026,0.4616478767,0.8153368622,0.6521020204,0.7414231303,0.8728484425,0.6839228112
0.0726987328,0.6362378348,0.4844220995,0.9735220464,0.1990803109,0.5801483084,0.894451506,0.8691218959,0.6107144011,0.0804641091
0.2422314484,0.8299452279,0.6558308126,0.3213000261,0.3041948348,0.8329385265,0.656778044,0.8077156048,0.7558878031,0.7823072151
0.7292850484,0.519572488,0.6842376123,0.1180215044,0.4793733255,0.9112997981,0.2100842986,0.5568031846,0.3823528065,0.6231070675
0.4453407525,0.2265318621,0.3092295759,0.2226160073,0.11398884,0.459292274,0.9112453672,0.1626860759,0.4195608717,0.1825715126
0.1047508547,0.1411697338,0.609901217,0.7399058151,0.49404371,0.9797592158,0.9598961981,0.8921032417,0.7319343096,0.367464195
0.8113388738,0.6830356674,0.579220833,0.8227681376,0.582278304,0.6857083788,0.2152843261,0.2477678617,0.2525407679,0.8555309741
0.8888410155,0.116502475,0.6109776676,0.6662257044,0.261894533,0.7899434891,0.1971657159,0.4412675967,0.5307727191,0.3311423761
0.9527568198,0.2625423191,0.1330928257,0.3498257895,0.5598917051,0.3419190955,0.8403219814,0.3864222039,0.4289322876,0.0074382218
0.0181634154,0.5361044055,0.8300798222,0.1959013765,0.2517328811,0.6500353177,0.4026843124,0.28156169,0.2945195968,0.9800091391
0.7905799987,0.3422575001,0.4503597008,0.3714249058,0.1192243474,0.4742606168,0.1372915382,0.6828897946,0.1671163307,0.1255256941
0.1942282406,0.2241883098,0.9778940489,0.7614001559,0.174979007,0.4221282935,0.3976038697,0.2724093934,0.3367571358,0.0505586367
0.719373347,0.1773368364,0.3019413247,0.8224237757,0.982504916,0.5385270775,0.4627721452,0.8991517388,0.3562547907,0.6121849303
0.7337865698,0.8083590018,0.8527231601,0.5506787229,0.4759713575,0.4233699544,0.9024270326,0.7593079325,0.7864980395,0.4221647544
0.6929631955,0.3609977179,0.0767824562,0.2433891583,0.791681664,0.5413331732,0.5439348038,0.6769806269,0.9700636222,0.1071658572
0.3242083916,0.3500277768,0.2801665883,0.9234929373,0.796428857,0.656055656,0.0827674154,0.7458669805,0.0525789977,0.1902965703
0.1308529507,0.3984081483,0.635312815,0.6108002235,0.7420716705,0.7833819802,0.1782486501,0.7915424242,0.0985565193,0.6626724944
0.8449173059,0.5086312531,0.7191415346,0.3482621185,0.0233889116,0.4232393105,0.2978021394,0.0766877693,0.8559218123,0.9390955845
0.4801377956,0.2732628861,0.3095876456,0.5540549301,0.1601703575,0.2742980315,0.3974768126,0.0372114704,0.6849402294,0.9300561387
0.6138927532,0.2192281548,0.5522816699,0.0652508035,0.8383202249,0.5879215173,0.1827707195,0.7813502974,0.7323569998,0.801281046
0.0711233713,0.3819794996,0.7197803714,0.1781212124,0.1369569002,0.5624124631,0.3097601424,0.5374167674,0.4236634858,0.9302754881
0.0236976178,0.8855847451,0.9903629765,0.0053491503,0.520691362,0.450400543,0.9565633599,0.1327989643,0.0032739514,0.6544663736
0.4029142792,0.963709837,0.9422765628,0.6507364327,0.7555032641,0.1886847387,0.0233472459,0.7702890368,0.8846812935,0.8291268798
0.1407798361,0.3899222361,0.7123554821,0.5722788739,0.7899211515,0.7556563176,0.2853912666,0.9091846409,0.8282076635,0.2482644592
0.3970548047,0.1534071714,0.5893236263,0.9117000377,0.5737980329,0.1732365578,0.2481482827,0.149090895,0.9677006658,0.2334561798
0.7575400825,0.5150438865,0.0208604858,0.6485569242,0.5131115948,0.8753733396,0.0151492072,0.2458380659,0.3775636651,0.4664906521
0.6171468345,0.7455358274,0.3596919019,0.2909791252,0.8875147284,1.1563290465,0.1805248657,0.1466228588,0.9935938427,0.9911665478
0.867405808,0.6972410051,0.9609247793,0.9303048384,0.1839260512,1.0320531925,0.6973733538,0.7772555491,0.2746028746,0.4239691363
0.6437190217,0.702012842,0.4579860596,0.5938635081,0.0634345315,0.5014908451,0.0382228681,0.6460400648,0.3418369558,0.1786302571
0.4783149515,0.1262656017,0.6115341699,0.7933459607,0.4140536775,0.7542632496,0.2143621976,0.2565608376,0.9146889875,0.7140454855
0.6549532858,0.3120136373,0.1729357331,0.6621867731,0.8838188454,0.0862238851,0.0841142268,0.6096358434,0.4617058684,0.1880444049
0.1296324981,0.531949856,0.7746105336,0.2189645872,0.8246550337,0.6123572259,0.0488856508,0.1512820953,0.0659020778,0.2251600573
0.4992909481,0.4838639761,0.2711314295,0.0282080604,0.80978898,0.6161602013,0.1955723728,0.970629936,0.69310344,0.331409111
0.8622612849,0.949066919,0.0453275288,0.5038105776,0.8108968578,0.695671556,0.1369005506,0.6394874275,0.8558245957,0.4751304251
0.8751685811,0.7690099019,0.574331532,0.910290362,0.4954043568,0.6550472544,0.3651221345,0.3249379375,0.705500273,0.6073486201
0.7828571326,0.9392111829,0.8174042325,0.2019480988,0.6361615958,0.4187418526,0.5348928917,0.1500231299,0.2501184587,0.1406302653
0.6415232661,0.5617659876,0.7208389779,0.9658062584,0.854455204,0.0743170542,0.8998592275,2.49445233148071E-005,0.5288655824,0.6352607115
0.722527331,0.2303985092,0.0532379555,0.9208172182,0.2298958049,0.9997286826,0.7770710718,0.9260818816,0.9030670537,0.2353721568
0.2712364811,0.2410707733,0.1928562804,0.3161611984,0.7929494879,0.738244553,0.2925371523,0.1416100584,0.3400889976,0.8547133323
0.9207251915,0.2744425904,0.6049344136,0.6553817122,0.2785947627,0.5642688229,0.194961801,0.7545092187,0.6103120409,0.3904606043
0.2949557319,0.4048355528,0.9536177143,0.9314922812,0.1189429237,0.896786626,0.6148016785,0.8371654113,0.0668203623,0.9761788811
0.6594101061,0.5347747899,0.8102391733,0.5000743007,0.6554952753,0.4027083591,0.2294565854,0.8466753198,0.8994531694,0.6691589607
0.546970111,0.4547920853,0.6650392065,0.4391346234,0.5779348774,0.8559395474,0.0095742627,0.0044472814,0.8655773607,0.1148038732
0.464716667,0.3221849272,0.8869538039,0.0460496595,0.7016690118,0.686882943,0.9425908758,0.1235577815,0.7630102232,0.8889231359
0.6658720185,0.6092823047,0.3363148096,0.3716432791,0.8398485041,0.6631207659,0.1899258172,0.8459323736,0.9632101888,0.7577713755
0.9077775017,0.0650407824,0.0186414473,0.0370682438,0.1980106873,0.0831607213,0.296007,0.7316899194,0.4565996083,0.187122173
0.6840891002,0.5205737322,0.2271436188,0.2589249057,0.1890783444,0.1802034001,0.3689537663,0.4038616151,0.7643141689,0.626874235
0.3380152434,0.1090897465,0.7494205782,0.9220340159,0.2308539786,1.4054730187,0.0209749922,0.2722423259,0.2673141802,0.542655379
0.4911184514,0.4475339919,0.9400386579,0.3974131118,0.7017920737,0.9752838076,0.410305391,0.9590943376,0.5190156289,0.9732478132
0.6268208168,0.5182775322,0.5006726224,0.5724019205,0.3085090274,0.4063556661,0.9799683996,0.877761324,0.3955951152,0.721064486
0.3201672372,0.8574909841,0.381518807,0.5903758672,0.5973104577,0.8290314825,0.1913417109,0.2792464697,0.9159185246,0.9560063771
0.3833588133,0.1235811659,0.3799296048,0.4105792891,0.6149031023,0.4449750075,0.1841849187,0.2256509755,0.6088575233,0.041240609
0.2972511939,0.2045977315,0.8521126656,0.2811636684,0.9387813367,0.8483341468,0.7778889777,0.6323582593,0.3672089554,0.5391079847
0.214199383,0.9262166386,0.4925717244,0.5689238456,0.8508569873,0.6738703486,0.1602596705,0.7806449302,0.2154089359,0.9410675431
0.1316010548,0.8358983381,0.0933294238,0.8199057506,0.8514554082,0.6358461367,0.416586717,0.9019562657,0.343419506,0.0225866758
0.6621089133,0.2924423875,0.2888828675,0.0314639025,0.7025984593,0.6634595687,0.1810633768,0.8471836269,0.5995411996,0.3490866122
0.6080786804,0.7185582095,0.0325205659,0.7788784393,0.2967328106,0.2546814582,0.0316471911,0.4438222026,0.2037213579,0.5899021963
0.094803207,0.5203561247,0.0092439131,0.3311371256,0.1582860267,0.2954649251,0.221351652,0.3643314565,0.0579624575,0.7293946097
0.0734368627,0.2485139703,0.0334397583,0.3181694519,0.2619764905,0.3865827722,0.6691463563,0.6556565112,0.5665401827,0.4902693777
0.280565701,0.8585223571,0.5336705524,0.6288875113,0.0620968727,0.317863102,0.0537084642,0.1588010418,0.8169764995,0.5655040192
0.2615194304,0.4063711733,0.1940002904,0.2976314559,0.0282014277,0.4095108063,0.5436555053,0.7453547118,0.340596591,0.0242553735
0.8337733652,0.9090392709,0.2315336537,0.497729689,0.9254575279,1.0899775527,0.0513989755,0.594585685,0.8001433793,0.2719363612
0.7663696529,0.1631161403,0.0990509616,0.7203742678,0.1915912876,1.1560294357,0.2171032835,0.3046507886,0.2571029209,0.9066225863
0.4295940651,0.2539534629,0.1542672905,0.6008600762,0.9080199032,0.6271891502,0.3532364869,0.120053388,0.1968259,0.6841423585
0.2007951672,0.3266183778,0.1038876905,0.9047245816,0.0249400838,0.3217690197,0.2643608438,0.9609020834,0.7318744032,0.8394165399
0.354084275,0.7570788123,0.8574309269,0.5796680736,0.4168928321,0.6843657335,0.6153203995,0.1551616624,0.9704249805,0.5703311122
0.5409542044,0.0586151399,0.815759257,0.6338505747,0.9592568917,0.7985727512,0.1684299637,0.2948930628,0.4667276387,0.9408480723
0.8949157244,0.1697165621,0.5960313409,0.7623045252,0.1594386963,0.5989450156,0.6225858821,0.5133793565,0.7867393134,0.0534500692
0.5903321878,0.5076483306,0.7810074722,0.1838943571,0.784730448,0.7138516505,0.3326631543,0.0964511815,0.6510669589,0.6949163091
0.5009058183,0.7180792305,0.7540329703,0.939149138,0.0087670101,0.7736629379,0.2597181479,0.1862365973,0.1613854894,0.526523141
0.6500455356,0.4011479666,0.2530238715,0.2318919863,0.1579706127,0.593235297,0.0186679827,0.8677450803,0.4284412097,0.1694106765
0.8979611045,0.2850846229,0.3691263734,0.116561879,0.3161616783,0.2974039457,0.399444702,0.795081809,0.9723408771,0.0165828221
0.8733444406,0.8525343368,0.2923539101,0.9840293799,0.1559972466,0.8572214293,0.8150759388,0.7773521734,0.3836626083,0.7054847568
0.1881272473,0.5854296669,0.048841823,0.3088054238,0.523447299,0.6673635875,0.0129725235,0.4371446444,0.4893054634,0.0064060734
0.9427114583,0.9779747645,0.7696033879,0.6235438896,0.6370269561,0.3871059833,0.3409461562,0.2831402478,0.8215099783,0.1231089581
0.7609635969,0.5394220354,0.5738690083,0.5297141941,0.1112419654,0.5121001504,0.551954121,0.5145490759,0.1937296737,0.2921916833
0.4359239489,0.421539954,0.24199871,0.1771278018,0.7070382497,0.3340900267,0.2931122086,0.6609322524,0.1389104791,0.679202587
0.8868392641,0.5000109864,0.0069857789,0.9359115606,0.1647899561,0.9288563424,0.406543813,0.5692811384,0.4381543825,0.4503307852
0.8563381153,0.3743397784,0.2463396522,0.8509338915,0.5058171868,0.3281837387,0.4922691655,0.2466669472,0.4327539803,0.7280637844
0.5550186753,0.4040114206,0.2074381374,0.8031169395,0.5743778256,0.7218819803,0.9756609194,0.1787060874,0.2852151969,0.1467810862
0.8715655945,0.7882890565,0.5886094424,0.6447637053,0.126272373,-0.0069480745,0.1791757309,0.3858075682,0.8822111365,0.8889290084
0.2712343008,0.5809805547,0.6552108472,0.7029402567,0.1170924694,0.4310895271,0.7624572494,0.7600864001,0.117659458,0.6656401298
0.928374052,0.9520918079,0.4607387955,0.858900452,0.7789530535,0.626558357,0.6992667479,0.7141856458,0.347795987,0.8482973666
0.5861180968,0.3430256649,0.3597641831,0.9217594818,0.2238888411,0.5977666903,0.5522621595,0.2443424296,0.0915161619,0.304834022
0.4504045827,0.4675959386,0.1281567152,0.8461204062,0.2757291567,0.2132829438,0.7086196032,0.3140276982,0.9427573345,0.993369468
0.4242992944,0.5305682221,0.1339957312,0.1236688681,0.0317306411,1.2747440246,0.4671442911,0.2053079765,0.5637836296,0.4100256424
0.1551366981,0.5687421157,0.9111191153,0.8060916042,0.7014411873,0.8618018332,0.7821005086,0.6079461802,0.1621440372,0.3690195347
0.3017101039,0.5404577027,0.5050502406,0.3195483587,0.5942067429,0.3163075241,0.7990056567,0.2578796275,0.9404096194,0.84465972
0.2890471715,0.1209186551,0.8348337843,0.4856874586,0.3920724175,0.6230344526,0.5292676667,0.1981629426,0.0606404597,0.9087175776
0.1238393612,0.604637954,0.1859022234,0.9431379759,0.6928927353,0.6881757837,0.4832567505,0.5942785332,0.2148215585,0.2543844782
0.4323306022,0.0617707234,0.7076657746,0.6423685079,0.3678306031,0.0559739933,0.0769840146,0.6197724482,0.2147017155,0.1474345667
0.9591238767,0.0137662586,0.1002586798,0.8473353025,0.2013290708,0.3935458015,0.8221796947,0.030303112,0.8848243634,0.035927032
0.8897258882,0.3596564239,0.2659076748,0.9950072573,0.4577718638,0.7447904949,0.6895764065,0.5626717251,0.003457974,0.2726248812
0.3787846325,0.8378396542,0.0212800818,0.180115961,0.1274560004,0.7397674953,0.2387670948,0.1417361512,0.1074559013,0.999986792
0.0004035227,0.2153745286,0.1135530175,0.9642632391,0.980700479,0.1138032083,0.8257791773,0.1997340037,0.515245092,0.2018263555
0.1872370779,0.4351907796,0.6130310725,0.7554875103,0.3504405003,1.2324311042,0.0289469088,0.1343990516,0.3666310798,0.1891044577
0.1716127374,0.4870200065,0.4051660897,0.770396647,0.9496064922,0.2074597676,0.6127483352,0.0273620946,0.0045272165,0.6393233019
0.5663969104,0.5654955142,0.0417037628,0.8423244704,0.303933593,0.6005308592,0.0766126518,0.2997527937,0.6544987352,0.6171478438
0.2875933545,0.5254837362,0.9413642472,0.778404189,0.9815513034,0.6766640631,0.4153898901,0.0328252105,0.8626012948,0.7098752822
0.394053473,0.3381343305,0.9188903702,0.4100254227,0.8979152583,0.033256207,0.5488458872,0.942099717,0.0998892169,0.107535502
0.8524751602,0.4459613499,0.6448196664,0.3673571577,0.0125038372,0.9291929258,0.3364904022,0.0204870002,0.053132186,0.6980447355
0.2329064295,0.0939364777,0.5470260171,0.2175316061,0.3515525347,0.4487375734,0.6483372623,0.8446254372,0.089675536,0.2712307185
0.7944952034,0.5837559502,0.2883612783,0.9522363872,0.3311068412,0.5129702263,0.3701816303,0.7915241602,0.6317083862,0.7436056159
0.8253966447,0.8987084366,0.7312087916,0.6498288368,0.1941713566,0.0963122378,0.4696060098,0.8816556961,0.5230682009,0.6596360881
0.2260250565,0.6927576714,0.7134970077,0.250271909,0.4360694444,0.1306796433,1.0145937101,0.4502676034,0.7010636296,0.3119783051
0.054001381,0.2249337095,0.6267614281,0.9954439089,0.7876598052,0.4866015292,0.6124041533,0.2718991154,0.6414050732,0.1089816518
0.7993356588,0.3497887231,0.9048482187,0.5981725218,0.0619032629,0.4031478419,0.9087828743,0.4287208749,0.1868835724,0.9462451422
0.8927698827,0.5692783994,0.2788930383,0.3848310213,0.0858877482,0.7869136589,0.8786330611,0.9374822296,0.0064281207,0.2516309685
0.9839149525,0.9893434302,0.8701310336,0.6686173894,0.4721395686,0.9108346084,0.7098639954,0.8604322004,0.22718587,0.3165290041
0.1863454091,0.9825198558,0.9315324992,0.5202505753,0.4048367227,0.2588791162,0.8708405731,0.4334232714,0.589176829,0.6044637068
0.7756509895,0.6652080229,0.2689039517,0.2632109445,0.1462644236,0.2098265356,0.6464373373,0.2280223316,0.4111108951,0.4369467808
0.7889560815,0.5701914968,0.1151328217,0.0603300472,0.9722422565,0.7980674214,0.7804601301,0.4052997309,0.0404697627,0.3235431161
0.7407170055,0.0995622731,0.4926002593,0.7177233762,0.3752761946,0.414390577,0.7442126571,0.5935736261,0.8818301501,0.7606207763
0.9508920043,0.6015809074,0.6818437012,0.4120183583,0.6053920266,0.2264204001,0.8661712707,0.0934902281,0.5735817946,0.0376596977
0.4497029698,0.3213049913,0.1053683165,0.7311295934,0.2450326396,0.0731506427,1.0427465457,0.1958353809,0.4848138385,0.1942959003
0.5665890408,0.8716338028,0.5569142043,0.9222975249,0.15700196,0.0981117331,0.9277698256,0.8129264426,0.3692541421,0.2074114282
0.7676481563,0.7238506326,0.1035115305,0.5638694166,0.6444519999,0.2517985152,0.8007441803,0.4009898781,0.6253822446,0.4985028415
0.4920397332,0.047565812,0.1520879745,0.3878921036,0.9161217056,0.137540003,0.8178395466,0.0161806982,0.0649445949,0.933240064
0.7443097348,0.213406757,0.2291811894,0.7943872072,0.894976381,0.2198523835,1.0009113523,0.3373190292,0.2201746321,0.874126111
0.0854068564,0.7399724737,0.956668059,0.2239915312,0.8917319462,0.1832735786,1.0458966413,0.795110716,0.8786110692,0.0009549015
0.6831133641,0.4886179804,0.1168258072,0.9391942639,0.7234264954,0.9681278031,0.6520021767,0.8778245081,0.7739330527,0.6719357714
0.0285580445,0.7600637352,0.518495171,0.2639862409,0.9531030509,0.1995902971,0.5292564186,0.0228436407,0.5403116969,0.594377452
0.7086290627,0.1856429696,0.4033826519,0.8174140065,0.9718132852,0.8352104711,0.9256634472,0.221070999,0.8804274413,0.698037937
0.3125305366,0.3495735959,0.3911932301,0.4504899826,0.1787492317,0.4960094556,0.7949268633,0.6034497188,0.9041263851,0.6001512639
0.5520781822,0.5464406612,0.2837863516,0.787936811,0.1831435231,0.9017622032,0.957979616,0.0586537924,0.874483521,0.8582985624
0.3692133345,0.856697684,0.9457246795,0.3744593723,0.4485710382,0.4416555184,0.8090544309,0.4197065776,0.092462577,0.2453015804
0.8489043927,0.5951328763,0.2961694152,0.2584633181,0.7532100559,0.0805238829,0.8697310073,0.2477806789,0.8815790494,0.29973135
0.4479610982,0.0295048427,0.904232826,0.2406231095,0.6032881013,0.9303067463,0.7806250108,0.2539900484,0.5044258424,0.6127444916
0.5240624681,0.2262596787,0.3458641814,0.904018213,0.8793608442,0.2500940027,0.9932177208,0.4601652913,0.6936380677,0.5058707375
0.8532235254,0.5976927066,0.3736164146,0.9159289418,0.2714059264,0.7265732619,0.8909244132,0.9232741419,0.4849663249,0.4957049936
0.6272415473,0.5736530367,0.3593388052,0.2217603898,0.9559921371,0.567782021,0.7981581417,0.5250459743,0.2063879127,0.3036580844
0.8519961102,0.2949759068,0.2471972231,0.0511555729,0.434743395,0.7649529994,0.9089770793,0.1018309114,0.902932062,0.9041044023
0.5852248469,0.0092477199,0.2494871024,0.6635120569,0.2038286675,0.6700051003,0.7876820701,0.0865826301,0.1874922096,0.5868621724
0.3430128879,0.7590982648,0.4577434754,0.1676952737,0.7551057342,0.9707853536,1.0206354911,0.305469472,0.0905709415,0.1027379407
0.3410931109,0.8527822238,0.588844232,0.0424204334,0.2198836736,0.6998866544,0.8276750501,0.8566855647,0.8987962462,0.9791638127
0.5587752014,0.5463592799,0.447166446,0.1508948296,0.7312756326,0.2927483829,0.7006936606,0.5456418755,0.336650613,0.3239304167
0.3447346929,0.6069873147,0.0595460125,0.0112124064,0.2944036978,0.5661200798,1.002426295,0.6566568919,0.2042103076,0.2005209759
